identifier,n_code,Source,c_custodian,Topics,Keywords,Title,AltTitle,Abstract,Lineage,Exclue,SME_Reviewed,lvl1-001,lvl2-001,lvl3-001,lvl3-002,lvl3-003,lvl3-004,lvl3-005,lvl3-006,lvl3-007,lvl3-008,lvl3-009,lvl3-010,lvl3-011,lvl3-012,lvl3-013,lvl3-014,lvl3-015,lvl3-016,lvl3-017,lvl2-002,lvl3-018,lvl3-019,lvl3-020,lvl3-021,lvl2-003,lvl3-022,lvl3-023,lvl3-024,lvl3-025,lvl3-026,lvl3-027,lvl3-028,lvl3-029,lvl3-030,lvl3-031,lvl3-032,lvl3-033,lvl3-034,lvl3-200,lvl3-201,lvl2-004,lvl3-035,lvl3-036,lvl3-037,lvl3-038,lvl3-039,lvl3-040,lvl3-041,lvl3-042,lvl2-005,lvl3-043,lvl3-044,lvl3-045,lvl3-046,lvl3-047,lvl3-048,lvl1-002,lvl2-006,lvl3-049,lvl3-050,lvl3-051,lvl3-052,lvl2-007,lvl3-053,lvl3-054,lvl3-055,lvl3-056,lvl2-008,lvl3-057,lvl3-058,lvl3-059,lvl1-003,lvl2-009,lvl2-010,lvl1-004,lvl2-011,lvl3-060,lvl3-061,lvl3-062,lvl3-063,lvl3-064,lvl3-065,lvl2-012,lvl3-067,lvl3-068,lvl3-069,lvl3-070,lvl3-071,lvl3-072,lvl3-073,lvl3-074,lvl3-075,lvl2-013,lvl3-066,lvl3-076,lvl3-077,lvl3-078,lvl3-079,lvl3-080,lvl3-081,lvl3-082,lvl3-083,lvl2-014,lvl3-084,lvl3-085,lvl3-086,lvl3-087,lvl3-088,lvl3-089,lvl2-015,lvl3-090,lvl3-091,lvl3-092,lvl3-093,lvl3-094,lvl3-095,lvl3-096,lvl3-097,lvl3-098,lvl3-099,lvl3-100,lvl3-101,lvl3-102,lvl3-103,lvl3-104,lvl3-105,lvl3-106,lvl3-107,lvl3-108,lvl2-016,lvl3-109,lvl3-110,lvl3-111,lvl3-112,lvl3-113,lvl3-114,lvl3-115
039083f3-afc6-4915-9dbd-0e2126f179fd,2816,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Devon and Cornwall 2010,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b965a2aa-54dc-448e-b645-703955af747a,3229,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring England 2011,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be5ee0c4-f0c4-47c6-a1b6-f1b5255a35d8,1301,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring England 2012,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f96b414d-b779-486a-96e0-e1ff97902e6a,2448,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Essex Norfolk and Suffolk 2000,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520ad27b-fbfb-4cb9-83d3-8387580d178d,1445,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Hertfordshire and North London 2014,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b4a64dd-f3d4-4252-ad5c-f1525e425833,1751,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Kent and South London 2006,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936853f2-7b61-473a-93bf-211e01cb88cf,1988,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Kent and South London 2008,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a59ff65c-1072-4682-8c7d-6050f232023a,3046,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Kent and South London 2011,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858c21ff-a5c0-4614-9cc5-2231b5634063,2296,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, EAbatch2, Environmental monitoring facilities",Water Quality Archive Monitoring Lincolnshire and Northamptonshire 2016,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47c862ff-6830-4423-908d-0e6d797cceb3,2562,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Northumberland Durham and Tees 2003,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458aa37a-5102-4d4d-9a9e-06d003e74853,1068,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Northumberland Durham and Tees 2008,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e5afde9-d93c-434e-9661-443b5040bf8c,2613,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Shropshire Herefordshire Worcestershire and Gloucestershire 2001,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60423162-d8da-4995-858e-0f3f18baac1b,3121,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Shropshire Herefordshire Worcestershire and Gloucestershire 2009,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8ed4110-439a-45c2-9f58-ee46d43a40a0,1628,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Staffordshire Warwickshire and West Midlands 2006,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02f1211a-8a49-41e7-abb8-3e9ad29dc134,2046,EA Sample,Environment Agency,,"RetiredOpenData, water quality, sampling, Environmental monitoring facilities",Water Quality Archive Monitoring Wessex 2006,,PLEASE NOTE: This record has been superseded by the Water Quality Archive: https://deframetadata.com/geonetwork/srv/eng/catalog.search#/metadata/2499766e-b15a-4f85-a758-5702de693723. The Water Quality Archive provides data on water quality measurements taken from sampling points around the country and then analysed  to measure aspects of the water quality and / or the environment at that point.,The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to 2015.,,Reviewed,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
